,char_line
41038,peterman: i'd be happy to elaine ... but i will have to see this hat. (george and heather are at a bench in the park. george is holding a bag.)
41039,george: so how do you want to do this?
41040,"heather: alright george i'll be honest, the first time we went out, i found you very irritating, but after seeing you for a couple of times, you sorta got stuck in my head, costanza! (costanza like ""by mennen"")"
41041,george: so you really don't have my hat?
41042,heather: what? (george moves his bag)
41043,george: oh. let's go do something.
41044,heather: what's in bag?
41045,george: that's a sandwich. (clock starts ringing)
41046,george: damn salami.
41047,"heather: my clock, you stole it!"
41048,george: that damn deli that is last time they screw up one of my orders. (starts raining ) (jerry enter chicken stand. the rain has made the rat hat (which he was wearing) wet (or course))
41049,"jerry: hey seth, man it is coming down hard out there. (as jerry talks he tries to wave his rat hat dry, because of the wetness, the hat falls apart into everyone's plate)"
41050,"jerry: oh, gross. that's not gonna be good for business."
41051,seth: that's not gonna be good for anybody. (kramer in bed eating chicken when ... the kenny roger's chicken light goes out)
41052,"kramer: kenny? ... kenny? (kramer at his window with a sign saying ""come back kenny"" )"
41053,kramer: kenny.... (jerry is in bed at his own apartment)
41054,jerry: home at last. (creek!)
41055,jerry: is someone there? mr. marbles? (elaine with peterman in the jungle)
41056,"elaine: its the urban sombrero, i put it in the last catalog."
41057,"george: say you, me, and kramer are, uh, flying over the andes."
41058,jerry: why are we flyin' over the andes?
41059,"george: we got a soccer game in chile. anyway, the plane crashes. who are you gonna eat to survive?"
41061,george: so fast? what about me?
41063,"george: kramer's so stringy. i'm plump, juicy."
41064,"jerry: kramer's got more muscle, higher protein content. it's better for you."
41065,george: well i would eat you.
41066,"jerry: that's very nice, i guess."
41067,george: i still don't see why you wouldn't eat me. i'm your best friend.
41068,"jerry: look, if other people are having some, i'll try you."
41070,jerry: can i have a piece of that?
41071,george: no. (george and girlfriend louise are at his apartment.)
41072,george: with me or in general?
41073,george: nucleosis.
41074,"george: no, no, pff..."
41075,jerry: six weeks?
41076,"george: yeah, six weeks."
41077,"jerry: well, so what? you've gone six weeks before."
41078,george: i can do six weeks standin' on my head. i'm a sexual camel. that's not the point. at least there was the possibility.
41079,"jerry: well, so, are you gonna break up with her?"
41080,george: i don't know. i don't wanna be one of those guys.
41082,george: like us. (elaine enters)
41084,george: so it's just mono.
41085,"elaine: mono? huh, well, if anyone needs any medical advise, elaine met a doctor. and he's unattached."
41086,jerry: i thought the whole dream of dating a doctor was debunked.
41087,"elaine: no, it's not debunked, it's totally bunk."
41088,"jerry: isn't bunk bad? like, that's a lot of bunk."
41089,george: no something is bunk and then you debunk it.
41092,george: i think. (pause as they all look down)
41093,"elaine: look it, i'm dating a doctor and i like it. let's just move on. (phone rings)"
41096,"jerry: oh hi, katie."
41097,"katie: listen, something just came up for tuesday at the dayton civic center. that's ohio, jerry."
41098,"jerry: i've heard of ohio, katie. but tuesday's no good. i'm doin' career day at my old junior high."
41099,"katie: okay, jerry. that's fine. you're the boss. katie works for jerry."
41100,"jerry: yes, all right, katie."
41101,katie: sorry for the late notice.
41102,"jerry: yes, bye."
41103,katie: you're the-- (he hangs up)
41104,george: they asked you to do career day?
41105,"jerry: yeah, it's no big deal."
41106,"george: oh with all due respect, i went there too, and i work for a team that just won the world series."
41107,"jerry: and you were integral. (edward r. murrow junior high school, jerry is waiting outside classroom. teacher enters hall.)"
41108,"jerry: i'm on next, right?"
41109,jerry: the guy with the lizard.
41110,jerry: i'm getting bumped? you're bumping me from career day? (elaine and ben eating at a restaurant.)
41111,elaine: so do most doctors like er or do you guys just think it's fake?
41112,"ben: i couldn't tell you. you know, i'm not really a doctor."
41113,"elaine: oh, yeah. and i'm not really attracted to you."
41114,"ben: well, i'm serious, elaine. i went to medical school, but i still have to pass my licensing exam."
41115,elaine: when do you take this exam?
41116,ben: i've taken it. three times. i almost passed the last one.
41117,"elaine: well, you're basically a doctor. right? i mean, people do call you doctor."
41118,"ben: well, um..."
41119,"elaine: well, can i introduce you as doctor?"
41121,"elaine: all right, that's all i wanted to know."
41122,"george: it was fantastic, jerry. we wound up talking all night."
41123,jerry: so you're enjoying the not enjoying.
41124,"george: you know, just by conversing, you can really learn a lot about a person."
41125,jerry: i'm finding that out. (kramer enters)
41126,"kramer: hey, buddy. how was career day?"
41127,"jerry: ah, i didn't get on. the lizard guy went long."
41128,george: you got bumped from career day?
41129,"jerry: it was a mix-up, i'm sure."
41130,kramer: they're trying to screw with your head.
41131,jerry: now why would a junior high school want to screw with my head?
41132,kramer: why does radio shack ask for your phone number when you buy batteries? i don't know.
41133,"george: hey, hey. kramer, what are you doing? you can't smoke in here."
41134,"kramer: no, come on. (larry the cook comes over)"
41135,"kramer: come on, larry. you know me."
41136,"jerry: you can make all the laws you want, he's still gonna bother people."
41137,"kramer: what, did they kick you out too?"
41138,"man: yeah, they kicked us all out."
41139,"jerry: no, let's just do it. (fire alarm goes off) what? what is going on? what is that about?"
41140,jerry: but i was promised this slot.
41141,"jerry: fire drill, can you believe that?"
41142,george: what is pericles?
41143,jerry: like fire in a school is such a big deal. (kramer enters)
41144,"kramer: hey, you got any matches?"
41145,jerry: middle drawer.
41146,george: who is sir arthur conan doyle?
41147,"kramer: thanks. (kramer leaves, phone rings)"
41151,katie: i heard what happened to the junior high. they can't bump you like that. that is so unprofessional.
41152,"jerry: oh relax, katie. it's not a problem."
41153,george: what is borax?
41154,"katie: they bump you in junior high, the next thing you know you're being bumped in high schools, colleges, trade schools. before you know it, letterman's not returning your calls. (kramer enters)"
41155,kramer: ashtrays?
41156,"jerry: no, i don't have any ashtrays."
41157,"kramer: ooh, cereal bowls."
41158,"katie: jerry, now don't freak out, i'll take care of it."
41159,"jerry: no, katie, don't-- (he hangs up phone)"
41160,"kramer: all right, thanks. (kramer leaves)"
41161,george: what is tungsten or wolfram?
41162,jerry: is this a repeat?
41163,"george: no, no, no. just lately, i've been thinking a lot clearer. like this afternoon, (to television) what is chicken kiev, (back to jerry) i really enjoyed watching a documentary with louise."
41164,"jerry: louise! that's what's doin' it. you're no longer pre-occupied with sex, so your mind is able to focus."
41166,"jerry: yeah. i mean, let's say this is your brain. (holds lettuce head) okay, from what i know about you, your brain consists of two parts: the intellect, represented here (pulls off tiny piece of lettuce), and the part obsessed with sex. (shows large piece) now granted, you have extracted an astonishing amount from this little scrap. but with no-sex-louise, this previously useless lump, is now functioning for the first time in its existence. (eats tiny piece of lettuce)"
41167,george: oh my god. i just remembered where i left my retainer in second grade. i'll see ya. (he throws finished rubik's cube to jerry and he exits. kramer enters)
41168,kramer: need some more matches.
41169,jerry: what is goin' on in there?
41170,"kramer: i met some people smoking on the street, so i invited them up to my apartment to smoke."
41172,"kramer: well somebody had to. you know, just because a person's a smoker, that doesn't mean he's not a human being."
41173,jerry: it doesn't?
41174,"kramer: jerry, these people aren't just going to let themselves be flicked into the ashbin of society."
41175,jerry: why not?
41176,"kramer: well you can confine them, you can punish them, you can cram them into the corner, but they're not going away, jerry."
41179,"elaine: so when they're handing you those cadavers, do you get to choose whether it's a man or a woman?"
41180,ben: i dunno. dead bodies really gross me out. (sue ellen mischke enters with a man)
41183,"elaine: it's sue ellen mischke, this old braless friend i hate. (elaine tries to cover her face)"
41184,sue ellen: elaine? hi.
41185,"elaine: oh hi, sue ellen."
41186,"sue ellen: oh rick, this is an old, old, friend of mine, elaine benes. rick is a periodontist. he does giuliani's gums."
41187,"elaine: well, this is my boyfriend, doctor ben gelfen."
41188,"ben: well, i'm an intern."
41189,"elaine: hey, stop kidding me. he's a doctor. he's a very good doctor."
41190,woman: carlitto's just passed out. can anyone help?
41191,"elaine: well, there's a doctor right here."
41192,ben: no there's not.
41193,elaine: can't you at least tell him what to do?
41195,sue ellen: shouldn't he elevate his legs?
41196,ben: right. elevate your legs!
41197,elaine: i hope carlitto feels better. ben really wishes he could've helped.
41198,"elaine: oh he is. kind of. i mean, i call him doctor. (she walks away and sees george sitting down reading books) george. (he holds up his hand to signal her to wait a second.)"
41199,george: of course. absolute zero!
41200,elaine: what? what is with all these books?
41201,george: i stopped having sex.
41202,"kramer: all right, i'll see ya bill. all right, i got room for two, but the only thing i have is in the non-filter section. (jerry enters) hey."
41203,"jerry: hey. wh-what'd you got, a smoker's lounge in there?"
41204,"kramer: oh yeah, people really seem to be enjoying themselves. you know, they come in once, it's like they're addicted. (katie enters)"
41205,"katie: jerry, oh there you are. you didn't answer the phone."
41206,jerry: i was out.
41207,"katie: oh. jerry, great news. i got you an assembly."
41208,jerry: an assembly?
41209,"katie: two hours in front of the entire junior high, grades six through eight. that's six grade, seventh grade--"
41210,jerry: i understand. but what am i gonna talk about for two hours?
41211,"katie: and, it is already in the school paper. they cancelled rick james."
41212,jerry: superfreak?
41214,elaine: what is your answer to number 74?
41215,ben: medobolic acidosis.
41216,"elaine: no! hypocalimia, not medibolic acidosis. duh!"
41217,"ben: man, i'm never gonna pass this thing."
41218,elaine: oh yes you are. we'll just stop having sex.
41219,"george: guys, hitting is not about muscle. it's simple physics. calculate the velocity, v, in relation to the trajectory, t, in which g, gravity, of course remains a constant. (hits a home run) it's not complicated."
41220,"george: george costanza, assistant to the traveling secretary."
41221,"george: do you wanna talk about hotels, or do you wanna win some ball games?"
41222,george: in six games.
41223,"jerry: ...so if you like to tell jokes, and love to make people laugh, stand-up comedy may be the career for you."
41224,george: nine minutes.
41225,jerry: how am i gonna fill two hours?
41226,george: hello? i can take an hour off your hands. give the kids a chance to see a real live yankee.
41227,jerry: and give you the chance to see some real disappointed kids. (waitress comes to table)
41229,"george: excuse me, darling, do i detect a portuguese accent?"
41230,waitress: si
41231,george: das kaffes un salat e grand por favor.
41232,waitress: mute pragalas senor
41233,"george: eh, don't mention it."
41234,elaine: portuguese?
41235,"george: yeah, my cleaning lady's portuguese. i must've picked it up."
41236,elaine: how come he's gettin' so smart? i stopped having sex with ben three days ago and i don't know no portuguese?
41237,jerry: are you all right?
41238,"elaine: i don't know. it's just the last coupla days my mind has been, not good."
41239,"jerry: wait a second, i know what's happening. the no sex thing is having a reverse effect on you."
41240,elaine: what? what are you talking about?
41241,"jerry: to a woman, sex is like the garbage man. you just take for granted the fact that any time you put some trash out on the street, a guy in a jumpsuit's gonna come along and pick it up. but now, it's like a garbage strike. the bags are piling up in your head. the sidewalk is blocked. nothing's getting through. you're stupid."
41246,"kramer: hey, you should come over. tonight's pipe night."
41247,jerry: what? what happened to your face? it looks like an old catcher's mitt.
41249,"kramer: my face is all craggly, it's crinkly."
41250,jerry: it's from all that smoke. you've experienced a lifetime of smoking in 72 hours. what did you expect?
41251,"kramer: emphysema, birth defects, cancer. but not this. jerry, my face is my livelihood. everything i have i owe to this face."
41252,"jerry: and your teeth, your teeth are all brown."
41253,"kramer: look away, i'm hideous."
41254,"elaine: hey, ben. i need a four letter word. winnie the blank."
41255,elaine: pooh...(laughing)
41256,jerry: so what did you do?
41257,george: i told her i would have to think about it.
41258,"jerry: but ultimately, you're gonna choose in favor of sex, right?"
41259,george: i don't know. perhaps i can better serve the world this way.
41260,"jerry: you mean, not subjecting yourself to your sexual advances."
41261,george: simple joke from a simple man.
41262,jerry: so you're never gonna have sex again?
41263,"george: well, jerry. there was a pretty good chance i was never gonna have sex again anyway."
41264,jerry: so you ready for the assembly tomorrow? you know what you're gonna say about the yankees?
41265,"george: oh, sports are so pedestrian. i've prepared some science experiments that will illuminate the mind and dazzle the eye."
41266,jerry: i wrote a 20 minute bit about how homework stinks.
41267,"jackie: my vacation was restful, splendid, magnificent. in fact, next time i'm plannin' on going to kofu."
41269,kramer: jackie we gotta talk.
41270,"jackie: no way, kramer. you've brought nothing but a mountain of misfortune and humiliation. now get out."
41271,kramer: but jackie--
41272,jackie: i said out.
41273,"kramer: jackie, i think i gotta case against the tobacco companies."
41274,jackie: the who?
41275,kramer: the tobacco companies.
41276,jackie: i've been wanting a piece of them for years.
41277,jackie: did that cigarette warning label mention anything about damage to your appearance?
41278,"kramer: no, it didn't say anything."
41279,"jackie: so you're a victim. now your face is shallow, unattractive, disgusting."
41280,"kramer: so jackie, do you think we gotta case?"
41281,jackie: your face is my case.
41283,elaine: not good. i'm a moron.
41284,"jerry: well, don't worry about it. once he passes the test, you'll have sex again, and you'll be fine."
41285,"elaine: well, that kinda brings us to why i'm here. you got eleven minutes?"
41286,jerry: what for? oh come on.
41287,elaine: i just wanna clear my head. it has nothing to do with you.
41288,jerry: i think it has something to do with me.
41289,elaine: you could read the paper through the whole thing if you want.
41290,"jerry: (thinks about it for a second as to reconsider) no, no, no. i'm sorry, it's too weird."
41291,"elaine: oh, all right. is kramer home?"
41292,"george: you know, louise. i think you'll find this amusing. in early euclidean geometry--"
41293,"george: i used to share that same outlook. but now, i have so many things to occupy my mind. for instance, the atom."
41294,george: what a fascinating turn of events. (waitress approaches)
41295,waitress: mas café?
41296,"george: si, por favor."
41297,"jackie: miss wilkie, your tobacco company has turned this beautiful specimen, into a horrible twisted freak."
41298,kramer: who could love me?
41299,"jackie: rugged? the man's a goblin. he's only been exposed to smoke for four days. by the time this case gets to trial, he'll be nothing more than a shrunken head."
41300,"kramer: bye-bye. jackie, you did it. we're rich."
41301,jackie: you better believe it. jackie's cashin' in on your wretched disfigurement.
41302,elaine: congratulations! you passed!
41303,"ben: elaine, elaine. i don't think we should see each other anymore."
41304,elaine: what? you're breaking up with me? but i sacrificed and supported you while you struggled. what about my dream of dating a doctor?
41305,"ben: i'm sorry, elaine. i always knew that after i became a doctor, i would dump whoever i was with and find someone better. that's the dream of becoming a doctor."
41306,"elaine: look it, are we going to have sex, or not?"
41307,"katie: okay, jerry, now when the glee club's finished singing, george goes on, then you. (george enters)"
41309,"jerry: where have you been? you know, you're on next."
41310,george: i got lost on the way over.
41311,jerry: got lost? we went to school here for three years.
41312,george: what are these? (holds test tubes to his head like antennae) take me to your leader.
41313,jerry: oh my god. you had sex. you had sex with louise!
41314,"george: no, the portuguese waitress."
41315,jerry: the portuguese waitress?
41316,"george: i calculated my odds of ever getting together with a portuguese waitress. mathematically, i had to do it, jerry."
41317,"katie: george, george, you're on."
41318,"george: no, no. i'm not going on."
41319,jerry: then what'd you come down here for?
41320,george: tell you about the portuguese waitress.
41321,jerry: it's good to have you back.
41322,katie: one of you has to go on.
41323,"jerry: all right, i'll do it. (goes on stage) hey kids. what's the deal with homework? you're not working on your home! (audience boos)"
41324,"kramer: it was a great lunch, jackie. thanks."
41325,jackie: it's a little puzzling we haven't gotten that offer yet.
41326,"kramer: mrs. wilkie, from the tobacco company called me. we had a little pow-wow."
41327,jackie: a pow-wow? who told you to have a pow-wow? i didn't tell you to have pow-wow.
41328,kramer: she made an offer. i took it.
41330,"kramer: no, no, no. there was no money."
41331,jackie: no money? then what'd we get?
41332,kramer: check it out. (they see a marlboro man billboard with kramer on it)
41333,jackie: this is the most public yet of my many humiliations.
41334,jerry: cancelled? but i was supposed to be on tomorrow night.
41336,george: jerry! (slams the door) georgie's moving out!
41337,jerry: (gets up) get out!
41338,"george: i'm out! fantastic apartment right across from mine, huh. i can't wait for you to see it."
41339,jerry: (looks around his apartment) is it better than mine?
41340,george: (definite) oh yeah.
41341,"jerry: so, it's a two-bedroom-one-bath-make-your-friends-hate-ya?"
41342,"george: you know what? it's better than elaine's, too. i gotta give her a call. (moves tward the phone)"
41343,jerry: she's out.
41344,"george: (stops) oh right, the blind date."
41345,"jerry: yeah, well, they like to call it a set-up now. i guess the blind people don't like being associated with all those losers."
41346,george: come on. come check out my new place. it'll take you two minutes.
41347,jerry: i can't. i'm meeting kramer down at my mini-storage.
41348,"george: (gloating) hey, you got any extra furniture down there? i need some more stuff to fill that extra bedroom with the walk-in closet. (smiles)"
41349,"jerry: (grabs his coat) oh, this is really annoying."
41350,george: (laughs as they leave) it's working already! (both exit) (manhattan mini-storage) (jerry and kramer both go up to a unit door. kramer's pulling a wagon full of junk. he starts to cough uncontrollably)
41351,jerry: (disgusted) what is with that?!
41352,"kramer: well, it's coughing, jerry. it expells the diseased germs out of the body, into the air. (makes a guesture of germs being in the air)"
41353,jerry: (takes out his key to unlock the unit door) where is your key?
41354,"kramer: yeah, well, uh, newman. he's - he's got it."
41355,"jerry: you know, kramer, i rented out half of my space to you."
41356,"kramer: yeah, and i rented out half that space to newman. (starts coughing again) (jerry opens the door, mail bags start spilling out of the unit)"
41357,jerry: (picks one up) mail bags? he's storing mail in here?
41358,kramer: (looks at the bags on the floor) evidently. (george's new apartment) (george is moving in. the place is bare. a woman walks in while he's attempting to hang a lamp near the fire place)
41359,"george: (looks at her) yeah, uh, no menus. (waves her off)"
41360,"george: oh, right! (shakes her hand) right! hey, hey.. i love the floors in here. it's like a gymnasium in here! try and guard me! (dribbles an imaginary ball)toward mrs. ricadi. she backs off defensively)come on! (stops and laughs right before runninginto her)"
41361,"george: (let down) yeah, but you - you promised it to me."
41362,"george: (depressed) well,.. the andrea doria.. that was quite a fire. (moves to the door, leaving)."
41363,"george: i remember.. (leaves) (restaurant) (elaine is sitting alone, waiting for her date - alan. she's thinking to herself)"
41364,"elaine: where is this guy?! (checks her watch) i hate this! (sighs) i shoulda brought something to read.. (picks up a sugar packet) ""cancer in labratory animals"".. huh. (a waiter approaches)"
41365,"waiter: excuse me, elaine benes?"
41367,"waiter: an alan mercer called for you. he said he's sorry, but he won't be able to make it tonight. (pause) he's been stabbed."
41368,elaine: (shocked) stabbed?!
41369,waiter: more bread? jerry's apartment)
41370,jerry: (talking to elaine) you ate more bread?
41371,elaine: that is not the point! the guy was stabbed!
41372,jerry: did you find out who stabbed him?
41373,"elaine: yeah, (nodding) it turns out it was his ex-girlfriend."
41374,"jerry: (like a father) well, you're not going near this hooligan anymore."
41375,"elaine: well, i don't know.. i mean, think about it, jerry. there must be something exciting about this guy if he can arouse that kind of passion. (obviously turned on by the stabbing) i mean, to be stab-worthy.. you know, it's.. kind of a compliment."
41376,"jerry: (sarcastic) yeah, too bad he didn't get shot. he could have been the one. (kramer enters)"
41377,kramer: (coughs) hey. how's everybody? (moves to the kitchen)
41379,"kramer: ehh.. (picks up a carton of food) no expiration date on this.. (opens it, then starts coughing directly onto the food)"
41380,"jerry: there is now. kramer, you should really get that cough checked out by a doctor."
41381,"kramer: (shrugging it off) nah, no, no, no. no doctors for me. a bunch of lackeys and yes-men all towing the company line.. (looks at jerry, then leans in so elaine can't hear) plus, the botched my vasectimy."
41382,jerry: (in awe. whispering) the botched it?
41383,"kramer: (complaining) i'm even more potent now! (jerry gives his ""that's a shame"" face. george enters)"
41385,jerry: hey. how's the new place?!
41386,"george: gone. (moves over to a chair in the living room. kramer takes the carton of food to the table, and begins eating) the tenant association made me give it to this guy because he was an andrea doria survivor.."
41387,elaine: andrea doria? isn't that the one they did the song about?
41388,jerry: (correcting her) edmund fitzgerald.
41389,"jerry: (gives elaine a look) no, gordon lightfoot was the singer. edmund fitzgerald was the ship."
41390,george: (talking about his would-be apartment) you could fit 15 people in that bathroom..
41391,elaine: i think gordon lightfoot was the boat.
41392,"jerry: (sarcastic) yeah, and it was rammed by the cat stevens."
41393,kramer: (like a teacher) the andrea doria collided with the stockholm in dense fog 21 miles off the coast of nantucket. (makes a clicking sound with his tongue) (everyone's taken back by kramer's knowledge)
41395,"kramer: it's in my book - ""astonishing tales of the sea"" 51 people died."
41396,george: 51 people?!
41397,"kramer: that's it?! i thought it was, like, a thousand!"
41398,"kramer: there were 1,650 survivors."
41399,"george: that's no tragedy! how many people do you lose on a normal cruse? 30? 40?! kramer, can i take a look at that book? (starts walking tward the door. kramer grabs his food, and follows)"
41400,"kramer: oh yeah. i also got ""astounding bear attacks"" (george opens the door, and enters kramer's apartment. jerry stops kramer before he can do the same)"
41401,"jerry: hey, uh, before you go, did you talk to newman about getting that mail outta there?"
41402,"kramer: yeah, oh, yeah. yeah, he's not gonna do it. (leaves) (jerry nods his head - like it was expected) newman's apartment) (jerry knocks on the door as it opens slowly. newman's sitting on the couch, watching tv in a state of depression)"
41404,newman: (eyes glued to the tv) i guess.
41405,"jerry: listen, i want you to get the mail outta my storage unit."
41406,newman: sometimes we don't get what we want.
41407,jerry: (confused) what are you talking about?
41408,newman: i didn't get my transfer.
41409,"jerry: ""transfer""?"
41410,"newman: to hawaii. the most sought-after postal route of them all. the air is so dewy-sweet you don't even have to like the stamps.. but it's not to be - so, i'm hanging it up."
41411,jerry: you quit the post office?
41412,"newman: kind of. i'm still collecting checks, i'm just not delivering mail."
41413,"jerry: well, get it out of my storage. it's illegal."
41414,"newman: and yet, it's perfectly legal to take a man's soul and crush it out like a stale pall mall."
41415,"jerry: (cheerfully) well, a law's a law. (leaves) central park) (kramer's sitting on a bench coughing. a man walking some dogs passes. a coughing other than kramer's can be heard. kramer stops the man)"
41416,"kramer: ok, hold on there.. that's a nasty cough you got there, huh?"
41417,"man: what cough? (one of his dogs, smuckers, coughs. kramer reacts while pointing to the dog) restaurant) (elaine's on a date with alan)"
41418,"elaine: i love shrimp! (waves her knife around as she's talking) i'm a shrimp eater. you put shrimp infront of me, (waves her knife along with her hand gestures. alan is getting edgy about it, and even more so with every wave) and i will eat it until my stomach pops! (notices alan's unsettled) oh.. (puts the knife down)"
41419,"alan: no, it's okay. i'm.. still just a little bit jumpy."
41420,"elaine: (leans in close) between you and me, what happened there with the stabbing?"
41421,"alan: just.. one of those things, you know."
41422,elaine: what? was she just so crazy in love with you that she just couldn't take it anymore? or..?
41423,"alan: i don't know. could be. (a woman, carol, passes. she stops infront of elaine and alan's table)"
41424,carol: alan?!
41425,"alan: carol? (carol grabs his hot coffee, and throws it in his face, then storms off. alan screams from the pain)"
41426,"elaine: (gets up, pointing after carol) was that the one?! was that the one who stabbed you?!"
41427,"alan: (between screams) no, that was a different girl. (elaine looks confused. scene ends) coffee shop)"
41428,jerry: there was another crazed ex-girlfriend?
41429,"elaine: right, so, i called my friend, you know - the one who set us up - i found out, he's a bad-breaker-upper."
41430,jerry: mmm.. bad how?
41431,"elaine: (fast) well, you know when you break up, how you say things you don't mean? well, he says the mean things you don't mean, but he means them."
41432,jerry: (nods) i follow. so what are you gonna do?
41433,"elaine: dump him. i can't be with someone who doesn't break up nicely. i mean, to me, that's one of the most important parts of a relationship."
41434,"jerry: (agreeing) what's more important? (elaine shrugs, then jerry shrugs, then elaine, then they both get into sort of a shrug-off) nyc street) (while kramer's walking with his new found dog, smuckers, he meets up with george. kramer and the dog both start coughing)"
41435,kramer: (between coughs) hey.
41436,george: what's with the dog?
41437,"kramer: (petting smuckers) yeah, this is smuckers. i borrowed him. (starts coughing)"
41438,george: oh.. (smuckers coughs)
41439,"kramer: (pointing at the dog) yeah, we share the same affliction, so i'm gonna have a vet check us out."
41440,george: a vet?
41441,"kramer: oh, i'll take a vet over an m.d. any day. they gotta be able to cure a (snaps his fingers in rhythm with his words) lizard, a chicken, a pig, a frog (stops snapping) - all on the same day."
41442,"george: so, if i may jump ahead - you're gonna take dog medicine?"
41443,"kramer: (smiling) you bet we are! huh, smuckers? (smuckers coughs. they turn to leave) i'll see ya. george's apartment building) (george approaches mr. eldridge as he's entering his new apartment. george is carrying kramer's sea tales book)"
41444,george: ahoy! mr. eldridge. i understand you were on the andrea doria.
41445,"george: i tell ya, i hear people really stuff themselves on those cruise ships. (laughs) the buffet, that's the real ordeal, huh, clarence? (laughs)"
41446,"george: well, all vacations have to end eventually."
41447,"george: (holding up kramer's book) according to this, it took.. 10 hours. it eased into the water like an old man into a nice warm bath - no offence. (pause) so, uh, clarence, how about abandoning this apartment, and letting me shove off in this beauty?"
41448,"george: (yelling out) it's my apartment, eldridge! the stalkholm may not have sunk ya, but i will! ha, ha, ha! vet's office) (smuckers is getting examined by a vet)"
41449,"kramer: well, uh.. it hurts when he swallows. expecially when he drinks orange juice. (vet gives him a look) i mean, uh.. dog food.. juice. (adding) what's worse - he has a nagging cough. (smucker's coughs) yeah, that's it. that's it."
41450,kramer: (offended) what? no. that's disgusting.. coffee shop)
41451,"alan: so that's it? we're, uh, we're breakin' up?"
41452,elaine: (confused by his sudden change-of-heart) what? break-up? we went out on one date.
41453,"alan: (fast) ok, yeah, sure, fine, right. whatever you say."
41454,"elaine: (shows no sign that she cares) alright, good. good."
41455,"alan: ok, then, well, so.. see ya around.. big head. (gets up to leave)"
41457,alan: you got a big head. it's too big for your body. (walks for the door)
41458,elaine: (laughing out loud) that's it?! (laughs again) that's the best you got?! (laughs loudly as alan exits) jerry's apartment)
41459,"george: so, he's keeping the apartment. he doesn't deserve it, though! even if he did suffer, that was, like, 40 years ago! what has he been doing lately?! i've been suffering for the past 30 years up to and including yesterday!"
41460,"jerry: you know, if this tenant board is so impressed with suffering, maybe you should tell them the ""astonishing tales of costanza""."
41461,george: (interested) i should!
41462,"jerry: i mean, your body of work in this field is unparalleled."
41463,george: i could go bumper to bumper with any one else on this planet!
41464,jerry: you're the man! (there's an urgent knocking at the door. jerry answer it. newman's standing in the doorway)
41466,"jerry: i'm with people, i'll be with you in a moment. (slams the door on newman's face. then tries to delay talking to newman by keeping the conversation with george going) so, you want a protein shake, or something?"
41467,"george: nah, i guess i should really get moving on this, huh? i'm gonna go. (opens the door, letting newman in. leaves)"
41468,jerry: (angered) hello.. newman.
41469,"newman: (urgent) i need that mail, where is it?!"
41471,newman: the guy who had the hawaii transfer got busted for hoarding victoria secret catalogues. i gotta deliver that mail!
41472,"jerry: well, go ahead. there's 8 bags of it."
41473,"newman: blast! there's no way i can handle 8 in addition to my ususal load of one! i'll never get to hawaii! (moves over to jerry's couch, depressed) i'll be stuck in this apartment building forever! (lays down on jerry's couch) the dream is dead."
41474,jerry: you're giving up that easy?
41475,newman: i usually do. (gets up to leave) see ya.
41476,"jerry: (stopping him) no, wait a minute, newman! you can't let this dream die. you moving away is my dream too!"
41477,newman: (intrigued) what are you proposing?
41478,"jerry: (fast) whatever it takes, for as long as it takes me, where ever it takes me as long as it takes you away from me!"
41479,newman: an alliance?
41480,jerry: (confirming) an alliance. (they both shake hands and laugh evily) now get the hell outta here. (newman leaves) jerry's apartment) (jerry's sorting mail out on his table)
41481,elaine: hawaii? that's why you're helping newman with the mail?
41482,"jerry: (like an army general) elaine, newman is my sworn enemy. and he lives down the hall from my home - my home, elaine! where i sleep, where i come to play with my toys."
41483,"elaine: well, anyway, get this: i spoke to alan. you know, i told him i didn't want to see him anymore.. he called me ""big head""."
41484,"jerry: ""big head"" (scoffs) that's almost a compliment."
41485,elaine: (agreeing) it's one of the nicest things anyone's ever said to me. (the phone rings. jerry answers it)
41487,george: (on the other line) hey.
41488,"jerry: hey, george."
41489,"george: yeah, listen, i can't make it later."
41490,jerry: you can't make it?
41491,"george: yeah, the tenant association has decided to hear my side of the story. so, uh, i gotta kinda get ready. i'll see ya."
41492,jerry: alright. (hangs up)
41493,elaine: is he not gonna go to the coffee shop?
41494,jerry: (saddened) doesn't look like it's gonna happen.
41495,"elaine: (gives a ""that's a shame"" face) alright, well, i'll see ya. (opens the door to exit. kramer enters coughing. elaine does her best to dodge out of the way of kramer's coughs, then walks off)"
41496,"jerry: kramer, aren't you taking any medication for that?"
41497,"kramer: yeah, yeah. (pulls a bottle out of his pocket) i got some pilss. they taste terrible."
41498,jerry: (takes the bottle from him) just swallow 'em.
41499,"kramer: (gestures to his throat) no, my throat's too tender."
41500,"jerry: alright, sit down, sit down. (grabs a pill from the bottle, and starts advancing tward kramer - like an owner with his dog)"
41501,kramer: i don't want to! (jerry forces kramer onto the couch. kramer resists violently - much like a dog would)
41502,jerry: c'mon. just sit down!
41503,kramer: (squirming) jerry! what?!
41504,jerry: sit down! sit down!
41505,kramer: (struggling) hey!
41506,"jerry: lean your head back. open your mouth! (grabs kramer's head) open your mouth! open it! open it! (jerry forces the pill into kramer's mouth, then holds kramer's mouth shut for a few moments. thinking kramer's already swallowed it, he lets go. instantly, kramer spits the pill out into the air. jerry sighs, giving up)"
