,character,line
3,JERRY,(Looks around his apartment) Is it better than mine?
4,GEORGE,(Definite) Oh yeah.
5,JERRY,"So, it's a two-bedroom-one-bath-make-your-friends-hate-ya?"
6,GEORGE,"You know what? It's better than Elaine's, too. I gotta give her a call. (Moves tward the phone)"
7,JERRY,She's out.
8,GEORGE,"(Stops) Oh right, the blind date."
9,JERRY,"Yeah, well, they like to call it a set-up now. I guess the blind people don't like being associated with all those losers."
10,GEORGE,Come on. Come check out my new place. It'll take you two minutes.
11,JERRY,I can't. I'm meeting Kramer down at my mini-storage.
12,GEORGE,"(Gloating) Hey, you got any extra furniture down there? I need some more stuff to fill that extra bedroom with the walk-in closet. (Smiles)"
13,JERRY,"(Grabs his coat) Oh, this is really annoying."
14,GEORGE,(Laughs as they leave) It's working already! (Both exit) (Manhattan Mini-storage) (Jerry and Kramer both go up to a unit door. Kramer's pulling a wagon full of junk. He starts to cough uncontrollably)
15,JERRY,(Disgusted) What is with that?!
16,KRAMER,"Well, it's coughing, Jerry. It expells the diseased germs out of the body, into the air. (Makes a guesture of germs being in the air)"
17,JERRY,(Takes out his key to unlock the unit door) Where is your key?
18,KRAMER,"Yeah, well, uh, Newman. He's - he's got it."
19,JERRY,"You know, Kramer, I rented out half of my space to you."
20,KRAMER,"Yeah, and I rented out half that space to Newman. (Starts coughing again) (Jerry opens the door, mail bags start spilling out of the unit)"
21,JERRY,(Picks one up) Mail bags? He's storing mail in here?
22,KRAMER,(Looks at the bags on the floor) Evidently. (George's new apartment) (George is moving in. The place is bare. A woman walks in while he's attempting to hang a lamp near the fire place)
23,RICARDI,"Excuse me, George?"
24,GEORGE,"(Looks at her) Yeah, uh, no menus. (Waves her off)"
25,RICARDI,"(Moves into the apartment, hand out) No, I'm Mrs. Ricardi - president of the tenant's association."
26,GEORGE,"Oh, right! (Shakes her hand) Right! Hey, hey.. I love the floors in here. It's like a gymnasium in here! Try and guard me! (Dribbles an imaginary ball)toward Mrs. Ricadi. She backs off defensively)Come on! (Stops and laughs right before runninginto her)"
27,RICARDI,"No, no.. (Laughs nervously) Uh, George, unfortunately, Clarance Eldridge in 8C has decided that he wants the apartment."
28,GEORGE,"(Let down) Yeah, but you - you promised it to me."
29,RICARDI,"Yes, but, you see - Mister Eldridge is an Andrea Doria survivor. And, in light of the terrible suffering that he's already been through, we've decided to give it to him."
30,GEORGE,"(Depressed) Well,.. the Andrea Doria.. that was quite a fire. (Moves to the door, leaving)."
31,RICARDI,(Correcting) Shipwreck.
32,GEORGE,"I remember.. (Leaves) (Restaurant) (Elaine is sitting alone, waiting for her date - Alan. She's thinking to herself)"
33,ELAINE,"Where is this guy?! (Checks her watch) I hate this! (Sighs) I shoulda brought something to read.. (Picks up a sugar packet) ""Cancer in labratory animals"".. huh. (A waiter approaches)"
34,WAITER,"Excuse me, Elaine Benes?"
35,ELAINE,Yeah?
36,WAITER,"An Alan Mercer called for you. He said he's sorry, but he won't be able to make it tonight. (Pause) He's been stabbed."
37,ELAINE,(Shocked) Stabbed?!
38,WAITER,More bread? Jerry's apartment)
39,JERRY,(Talking to Elaine) You ate more bread?
40,ELAINE,That is not the point! The guy was stabbed!
41,JERRY,Did you find out who stabbed him?
42,ELAINE,"Yeah, (Nodding) It turns out it was his ex-girlfriend."
43,JERRY,"(Like a father) Well, you're not going near this hooligan anymore."
44,ELAINE,"Well, I don't know.. I mean, think about it, Jerry. There must be something exciting about this guy if he can arouse that kind of passion. (Obviously turned on by the stabbing) I mean, to be stab-worthy.. You know, it's.. kind of a compliment."
45,JERRY,"(Sarcastic) Yeah, too bad he didn't get shot. He could have been the one. (Kramer enters)"
46,KRAMER,(Coughs) Hey. How's everybody? (Moves to the kitchen)
47,JERRY AND ELAINE,Hey.
48,KRAMER,"Ehh.. (Picks up a carton of food) No expiration date on this.. (Opens it, then starts coughing directly onto the food)"
49,JERRY,"There is now. Kramer, you should really get that cough checked out by a doctor."
50,KRAMER,"(Shrugging it off) Nah, no, no, no. No doctors for me. A bunch of lackeys and yes-men all towing the company line.. (Looks at Jerry, then leans in so Elaine can't hear) Plus, the botched my vasectimy."
51,JERRY,(In awe. Whispering) The botched it?
52,KRAMER,"(Complaining) I'm even more potent now! (Jerry gives his ""That's a shame"" face. George enters)"
53,GEORGE,Hey.
54,JERRY,Hey. How's the new place?!
55,GEORGE,"Gone. (Moves over to a chair in the living room. Kramer takes the carton of food to the table, and begins eating) The tenant association made me give it to this guy because he was an Andrea Doria survivor.."
56,ELAINE,Andrea Doria? Isn't that the one they did the song about?
57,JERRY,(Correcting her) Edmund Fitzgerald.
58,ELIANE,I love Edmund Fitzgerald's voice.
59,JERRY,"(Gives Elaine a look) No, Gordon Lightfoot was the singer. Edmund Fitzgerald was the ship."
60,GEORGE,(Talking about his would-be apartment) You could fit 15 people in that bathroom..
61,ELAINE,I think Gordon Lightfoot was the boat.
62,JERRY,"(Sarcastic) Yeah, and it was rammed by the Cat Stevens."
63,KRAMER,(Like a teacher) The Andrea Doria collided with the Stockholm in dense fog 21 miles off the coast of Nantucket. (Makes a clicking sound with his tongue) (Everyone's taken back by Kramer's knowledge)
64,GEORGE,How do you know?
65,KRAMER,"it's in my book - ""Astonishing Tales of the Sea"" 51 people died."
66,GEORGE,51 people?!
67,KRAMER,"That's it?! I thought it was, like, a thousand!"
68,KRAMER,"There were 1,650 survivors."
69,GEORGE,"That's no tragedy! How many people do you lose on a normal cruse? 30? 40?! Kramer, can I take a look at that book? (Starts walking tward the door. Kramer grabs his food, and follows)"
70,KRAMER,"Oh yeah. I also got ""Astounding Bear Attacks"" (George opens the door, and enters Kramer's apartment. Jerry stops Kramer before he can do the same)"
71,JERRY,"Hey, uh, before you go, did you talk to Newman about getting that mail outta there?"
72,KRAMER,"Yeah, oh, yeah. Yeah, he's not gonna do it. (Leaves) (Jerry nods his head - like it was expected) Newman's apartment) (Jerry knocks on the door as it opens slowly. Newman's sitting on the couch, watching TV in a state of depression)"
73,JERRY,Newman?
74,NEWMAN,(Eyes glued to the TV) I guess.
75,JERRY,"Listen, I want you to get the mail outta my storage unit."
76,NEWMAN,Sometimes we don't get what we want.
77,JERRY,(Confused) What are you talking about?
78,NEWMAN,I didn't get my transfer.
79,JERRY,"""Transfer""?"
80,NEWMAN,"To Hawaii. The most sought-after postal route of them all. The air is so dewy-sweet you don't even have to like the stamps.. But it's not to be - So, I'm hanging it up."
81,JERRY,You quit the post office?
82,NEWMAN,"Kind of. I'm still collecting checks, I'm just not delivering mail."
83,JERRY,"Well, get it out of my storage. It's illegal."
84,NEWMAN,"And yet, it's perfectly legal to take a man's soul and crush it out like a stale Pall Mall."
85,JERRY,"(Cheerfully) Well, a law's a law. (Leaves) Central Park) (Kramer's sitting on a bench coughing. A man walking some dogs passes. A coughing other than Kramer's can be heard. Kramer stops the man)"
86,KRAMER,"Ok, hold on there.. That's a nasty cough you got there, huh?"
87,MAN,"What cough? (One of his dogs, Smuckers, coughs. Kramer reacts while pointing to the dog) Restaurant) (Elaine's on a date with Alan)"
88,ELAINE,"I love shrimp! (Waves her knife around as she's talking) I'm a shrimp eater. You put shrimp infront of me, (Waves her knife along with her hand gestures. Alan is getting edgy about it, and even more so with every wave) and I will eat it until my stomach pops! (Notices Alan's unsettled) Oh.. (Puts the knife down)"
89,ALAN,"No, it's okay. I'm.. still just a little bit jumpy."
90,ELAINE,"(Leans in close) Between you and me, what happened there with the stabbing?"
91,ALAN,"Just.. one of those things, you know."
92,ELAINE,What? Was she just so crazy in love with you that she just couldn't take it anymore? Or..?
93,ALAN,"I don't know. Could be. (A woman, Carol, passes. She stops infront of Elaine and Alan's table)"
94,CAROL,Alan?!
95,ALAN,"Carol? (Carol grabs his hot coffee, and throws it in his face, then storms off. Alan screams from the pain)"
96,ELAINE,"(Gets up, pointing after Carol) Was that the one?! Was that the one who stabbed you?!"
97,ALAN,"(Between screams) No, that was a different girl. (Elaine looks confused. Scene ends) Coffee shop)"
98,JERRY,There was another crazed ex-girlfriend?
99,ELAINE,"Right, so, I called my friend, you know - the one who set us up - I found out, he's a bad-breaker-upper."
100,JERRY,Mmm.. Bad how?
101,ELAINE,"(Fast) Well, you know when you break up, how you say things you don't mean? Well, he says the mean things you don't mean, but he means them."
102,JERRY,(Nods) I follow. So what are you gonna do?
103,ELAINE,"Dump him. I can't be with someone who doesn't break up nicely. I mean, to me, that's one of the most important parts of a relationship."
104,JERRY,"(Agreeing) What's more important? (Elaine shrugs, then Jerry shrugs, then Elaine, then they both get into sort of a shrug-off) NYC Street) (While Kramer's walking with his new found dog, Smuckers, he meets up with George. Kramer and the dog both start coughing)"
105,KRAMER,(Between coughs) Hey.
106,GEORGE,What's with the dog?
107,KRAMER,"(Petting Smuckers) Yeah, this is Smuckers. I borrowed him. (Starts coughing)"
108,GEORGE,Oh.. (Smuckers coughs)
109,KRAMER,"(Pointing at the dog) Yeah, we share the same affliction, so I'm gonna have a vet check us out."
110,GEORGE,A vet?
111,KRAMER,"Oh, I'll take a vet over an M.D. any day. They gotta be able to cure a (Snaps his fingers in rhythm with his words) lizard, a chicken, a pig, a frog (Stops snapping) - all on the same day."
112,GEORGE,"So, if I may jump ahead - you're gonna take dog medicine?"
113,KRAMER,"(Smiling) You bet we are! Huh, Smuckers? (Smuckers coughs. They turn to leave) I'll see ya. George's apartment building) (George approaches Mr. Eldridge as he's entering his new apartment. George is carrying Kramer's sea tales book)"
114,GEORGE,Ahoy! Mr. Eldridge. I understand you were on the Andrea Doria.
115,ELDRIDGE,"Yes, it was a terrifying ordeal."
116,GEORGE,"I tell ya, I hear people really stuff themselves on those cruise ships. (Laughs) The buffet, that's the real ordeal, huh, Clarence? (Laughs)"
117,ELDRIDGE,(Defensively) We had to abandon ship.
118,GEORGE,"Well, all vacations have to end eventually."
119,ELDRIDGE,The boat sank.
120,GEORGE,"(Holding up Kramer's book) According to this, it took.. 10 hours. It eased into the water like an old man into a nice warm bath - no offence. (Pause) So, uh, Clarence, how about abandoning this apartment, and letting me shove off in this beauty?"
121,ELDRIDGE,"Is that what this is all about?! I don't think I like you. (Enters his apartment, and slams the door behind him)"
122,GEORGE,"(Yelling out) It's my apartment, Eldridge! The Stalkholm may not have sunk ya, but I will! Ha, ha, ha! Vet's office) (Smuckers is getting examined by a vet)"
123,VET,What are the symptoms?
124,KRAMER,"Well, uh.. it hurts when he swallows. Expecially when he drinks orange juice. (Vet gives him a look) I mean, uh.. dog food.. juice. (Adding) What's worse - he has a nagging cough. (Smucker's coughs) Yeah, that's it. That's it."
125,VET,"Yeah, well, uh - we've been seeing a lot of this lately. Been drinking from the toilet?"
126,KRAMER,(Offended) What? No. That's disgusting.. Coffee shop)
127,ALAN,"So that's it? We're, uh, we're breakin' up?"
128,ELAINE,(Confused by his sudden change-of-heart) What? Break-up? We went out on one date.
129,ALAN,"(Fast) Ok, yeah, sure, fine, right. Whatever you say."
130,ELAINE,"(Shows no sign that she cares) Alright, good. Good."
131,ALAN,"Ok, then, well, So.. see ya around.. big head. (Gets up to leave)"
132,ELAINE,Pardon?
133,ALAN,You got a big head. It's too big for your body. (Walks for the door)
134,ELAINE,(Laughing out loud) That's it?! (Laughs again) That's the best you got?! (Laughs loudly as Alan exits) Jerry's apartment)
135,GEORGE,"So, he's keeping the apartment. He doesn't deserve it, though! Even if he did suffer, that was, like, 40 years ago! What has he been doing lately?! I've been suffering for the past 30 years up to and including yesterday!"
136,JERRY,"You know, if this tenant board is so impressed with suffering, maybe you should tell them the ""Astonishing Tales of Costanza""."
137,GEORGE,(Interested) I should!
138,JERRY,"I mean, your body of work in this field is unparalleled."
139,GEORGE,I could go bumper to bumper with any one else on this planet!
140,JERRY,You're the man! (There's an urgent knocking at the door. Jerry answer it. Newman's standing in the doorway)
141,NEWMAN,Jerry!
142,JERRY,"I'm with people, I'll be with you in a moment. (Slams the door on Newman's face. Then tries to delay talking to Newman by keeping the conversation with George going) So, you want a protein shake, or something?"
143,GEORGE,"Nah, I guess I should really get moving on this, huh? I'm gonna go. (Opens the door, letting Newman in. Leaves)"
144,JERRY,(Angered) Hello.. Newman.
145,NEWMAN,"(Urgent) I need that mail, where is it?!"
146,JERRY,What's the difference?
147,NEWMAN,The guy who had the Hawaii transfer got busted for hoarding Victoria Secret catalogues. I gotta deliver that mail!
148,JERRY,"Well, go ahead. There's 8 bags of it."
149,NEWMAN,"Blast! There's no way I can handle 8 in addition to my ususal load of one! I'll never get to Hawaii! (Moves over to Jerry's couch, depressed) I'll be stuck in this apartment building forever! (Lays down on Jerry's couch) The dream is dead."
150,JERRY,You're giving up that easy?
151,NEWMAN,I usually do. (Gets up to leave) See ya.
152,JERRY,"(Stopping him) No, wait a minute, Newman! You can't let this dream die. You moving away is my dream too!"
153,NEWMAN,(Intrigued) What are you proposing?
154,JERRY,"(Fast) Whatever it takes, for as long as it takes me, where ever it takes me as long as it takes you away from me!"
155,NEWMAN,An alliance?
156,JERRY,(Confirming) An alliance. (They both shake hands and laugh evily) Now get the hell outta here. (Newman leaves) Jerry's apartment) (Jerry's sorting mail out on his table)
157,ELAINE,Hawaii? That's why you're helping Newman with the mail?
158,JERRY,"(Like an Army general) Elaine, Newman is my sworn enemy. And he lives down the hall from my home - my home, Elaine! Where I sleep, where I come to play with my toys."
159,ELAINE,"Well, anyway, get this: I spoke to Alan. You know, I told him I didn't want to see him anymore.. He called me ""big head""."
160,JERRY,"""Big head"" (Scoffs) That's almost a compliment."
161,ELAINE,(Agreeing) It's one of the nicest things anyone's ever said to me. (The phone rings. Jerry answers it)
162,JERRY,Hello?
163,GEORGE,(On the other line) Hey.
164,JERRY,"Hey, George."
165,GEORGE,"Yeah, listen, I can't make it later."
166,JERRY,You can't make it?
167,GEORGE,"Yeah, the tenant association has decided to hear my side of the story. So, uh, I gotta kinda get ready. I'll see ya."
168,JERRY,Alright. (Hangs up)
169,ELAINE,Is he not gonna go to the coffee shop?
170,JERRY,(Saddened) Doesn't look like it's gonna happen.
171,ELAINE,"(Gives a ""That's a shame"" face) Alright, well, I'll see ya. (Opens the door to exit. Kramer enters coughing. Elaine does her best to dodge out of the way of Kramer's coughs, then walks off)"
172,JERRY,"Kramer, aren't you taking any medication for that?"
173,KRAMER,"Yeah, yeah. (Pulls a bottle out of his pocket) I got some pilss. They taste terrible."
174,JERRY,(Takes the bottle from him) Just swallow 'em.
175,KRAMER,"(Gestures to his throat) No, my throat's too tender."
176,JERRY,"Alright, sit down, sit down. (Grabs a pill from the bottle, and starts advancing tward Kramer - like an owner with his dog)"
177,KRAMER,I don't want to! (Jerry forces Kramer onto the couch. Kramer resists violently - much like a dog would)
178,JERRY,C'mon. Just sit down!
179,KRAMER,(Squirming) Jerry! What?!
180,JERRY,Sit down! Sit down!
181,KRAMER,(Struggling) Hey!
182,JERRY,"Lean your head back. Open your mouth! (Grabs Kramer's head) Open your mouth! Open it! Open it! (Jerry forces the pill into Kramer's mouth, then holds Kramer's mouth shut for a few moments. Thinking Kramer's already swallowed it, he lets go. Instantly, Kramer spits the pill out into the air. Jerry sighs, giving up)"
183,JERRY,"(Reads the pill bottle) What kind of pills are these, anyways?! ""For Smuckers""? ""May cause panting and loss of fur""? (Turns to Kramer) These are dog pills!"
184,KRAMER,Whe have the same symptoms.
185,JERRY,"But, he's a dog! You need to see a real doctor."
186,KRAMER,"No, no. No doctors."
187,JERRY,"Alright.. (Heads for the door, grabbing his coat)"
188,KRAMER,Where are you going?
189,JERRY,I'm taking the car. I gotta run some errands. You want to go?
190,KRAMER,I don't know..
191,JERRY,"(Opens the door) C'mon, you wanna go for a ride? (Starts jiggling his keys - as if he's calling out for a dog) Huh? C'mon! C'mon! (Kramer eagerly gets up and runs out the door. Jerry follows Kramer out) Taxi cab) (Elaine's riding in the back seat of a taxi)"
192,DRIVER,"Lady, could you move your head a little bit?"
193,ELAINE,What?
194,DRIVER,"Your head. I can't see out the back. (Elaine slumps down in her seat) Little more.. (Elaine slumps lower) ..Little more. (Slides down until just her eyes and forehead can be seen) Thank you. Jerry's car) (Jerry is driving to an unknown destination. Kramer is restless in the back. He's scrambling around, looking out the windows - just as a dog would)"
195,KRAMER,"I don't see any tissues back her.. (Looks out the windows) Wait a minute!.. (Jerry looks like he's trying to keep something from Kramer) This isn't the way to the park! (Starts getting even more energetic) Where are we going?.. I recognize this block! (Looks at Jerry, scared) You're taking me to the doctor! Coffee shop) (George is at the coffee shop with his parents)"
196,GEORGE,"So, uh, Mom, Dad, I was hoping that you could help me to remember my childhood a little clearly.."
197,ESTELLE,I feel a draft. (Grabs the bread basket and her drink) Let's change tables.
198,FRANK,Get outta here! We have a booth.
199,ESTELLE,"Frank, I'm cold!"
200,FRANK,Order a hot dish.
201,ESTELLE,Why can't we sit over there? (Points to a table)
202,FRANK,(Yelling) That's not a booth!
203,ESTELLE,"(Trying to match Frank's loudness) So, who says we have to sit in a booth?!"
204,FRANK,(Loud shouting) I didn't take the subway all the way to New York to sit at a table like that! (Gestures to the table)
205,ESTELLE,"(Nagging yell) Well, I didn't take the subway to be in a drafty restaurant! (A moment passes)"
206,GEORGE,(Pleading for them to stop) Mom.. dad.
207,FRANK,"Now, George, what do you want to know about your childhood?"
208,GEORGE,"(Fed up with his parents) Actually, I think I'm pretty clear on it."
209,FRANK,(Looks up) Where's that breeze coming from? NYC Street) (Jerry's car is parked outside of the doctor's office. Kramer refuses to get out of the car)
210,JERRY,"Kramer, outta the car. Out, now!"
211,KRAMER,"No, Jerry!"
212,JERRY,"Alright, that's it.. (Grabs Kramer, trying to pull him out of the car)"
213,KRAMER,No! Don't! (Jerry pulls Kramer out onto the sidewalk. Kramer quickly gets up and takes off - running down the street)
214,JERRY,"Hey, hey! Get back over here! Kramer! Get over here! You are bad! Bad neighbor! Kramer! Tenant board room) (Mr. Eldridge is telling his story to the board members. Each one looked touched by the tale. George, on the other hand, is bored to death. He's leaning back in his chair in the corner of the room, knocking on the wall - to display how bored he is)"
215,ELDRIDGE,"Just then, a rescue ship emerged from the fog and saved us. It was.. (Stops, then gives George a look. George stops knocking on the walls) It was the sweetest sight my eyes ever saw."
216,RICARDI,"(Touched) Thank you Mr. Eldridge. The tenant board will now hear Mr. Costanza's testimony. (George gets up, walks over to Mr. Eldridge, then gestures for him to give up his chair. Eldridge reluctantly gets up and takes George's seat in the corner) Newman's apartment) (Jerry enters. Newman has an ice pac on his ankle)"
217,JERRY,"Newman, how'd it go? Did you get it all delivered? (Sees the pac) What happened?"
218,NEWMAN,Kramer bit me!
219,JERRY,Bit you?!
220,NEWMAN,"We had an arguement about me going to Hawaii, and he locked onto my ankle like it was a soup bone. I'm hubbled! I don't think I can do my route - and they're awarding the transfer in two days!"
221,JERRY,"(Bravely) Well, what if I deliver it?"
222,NEWMAN,You?! (Laughs hysterically) You can't deliver mail!
223,JERRY,"Well, why not?"
224,NEWMAN,(Thinks for a moment) I guess you're right. It's just walking around putting it into boxes..
225,JERRY,What am I gonna wear?
226,NEWMAN,I could give you my uniform from my rookie year.
227,JERRY,(Excited) I can't believe I'm gonna be a mailman! (Scene cuts to Jerry on Newman's route. He's walking along a city street with a mail cart. He stops infront of a store owner brooming the sidewalk)
228,JERRY,(Hands him some mail) There you go. Merry Chirstmas!
229,OWNER,Mail on Sunday?
230,JERRY,"(Shrugs) Oops. (Continues walking along the route, whistling. Hands a newspaper to a homeless bum on the street, then keeps walking) Tenant board room) (George is telling the board his astonishing life stories. Every board member seems to be deeply moved by them)"
231,GEORGE,"I was handcuffed to the bed.. In my underwear, (Sighs) where I remained.. (Scene cuts to another story) She was attractive.. She was, also, infact, a Nazi.. (Cuts to another story) The water.. that I had been swiming in was.. very cold. And, when I dropped the towel, there was.. significant shrinkage.. (Scene cuts to, yet, another story) Her parents were looking at me.. So, there I was, with a marble rye hanging from the end of a fishing pole.. (Scene cuts to his closing statements) In closing, these stories have not been embellished, because - they need no embellishment. They are simply, horrifyingly, the story of my life as a short, stocky, slow witted bald man. (Gets up) Thank you. (Every memeber of the board shows some sign that George's story is most deserving of the apartment. Ricardi is crying. George turns to leave, then remembers one more thing..) Oh, also.. my fiance died from licking toxic envelopes that I picked out. (Sobs and loud crying erupts from the board members) Thanks again. (Leaves. Eldridge looks defeated) Newman's apartment) (Jerry returns to get another bag of mail)"
232,JERRY,"Hey, I've been trying to jam stuff in the box, like you told me, but sometimes it says, like, ""Photographs - Do not bend""."
233,NEWMAN,"""Do not bend"". (Laughs evilly) Just crease, crumple, cram.. you'll do fine. (Phone rings. Newman answers it) Hello?.. This is he. I don't understand.. very well. (Hangs up in disappointment)"
234,JERRY,What?
235,NEWMAN,That was the Vice President of the post office. I didn't get the transfer.. They knew it wasn't me doing my route!
236,JERRY,How did they know?!
237,JERRY,(Pleading) I tried my best!
238,NEWMAN,Exactly. You're a disgrace to the uniform. (Newman takes off Jerry's mailman hat. Jerry turns his head in shame. Newman then tears the post office badge from Jerry's coat)
239,JERRY,"You know, this is your coat."
240,NEWMAN,"(Realizing) Damn! Central park) (Elaine passes a man on a bench. All the sudden, a bird flies right into Elaine's head, and falls to the ground. The bird regains it's balance, and flies off. The man on the bench is staring in awe)"
241,MAN 2,He flew right into your head. Like he couldn't avoid it.
242,ELAINE,(Rubbing her head to relieve the pain) Really?
243,MAN 2,"Never seen that before. Bird into a woman's head.. (Elaine covers her head with her hands, and runs off) Coffee shop)"
244,GEORGE,"It's not contest. The guy had nothing! The ship went down, he got into a life boat, I mean, come on."
245,JERRY,"Boy, he didn't know what he was up against. (George laughs) So, when do you move into the apartment?"
246,GEORGE,They're making their decision today. (Elaine enters. She has a scarf over her head - trying to tie her hair down. She looks angered at something)
247,JERRY,What's the matter with you?
248,ELAINE,Nothing.. Except that a bird ran into my giant freak-head. (Sits down)
249,JERRY,What giant freak-head?
250,ELAINE,"(Annoyed, near tears) The one that sits atop my disproportunately puny body.. I'm a walking candy apple!"
251,JERRY,"So, it's actually gotten to you? You're playing right into his hands!"
252,ELAINE,"(Realizing) What? Yeah.. you're right!.. All I have to do is call him up, and sit with him, and show him that it doesn't bother me. You know, laugh it off.. or jam a fork into his forehead."
253,JERRY,"(Casually, sarcastic) Either way."
254,ELAINE,(Getting up to leave) Alright. Restaurant)
255,ALAN,I want to apologize for..
256,ELAINE,"(Shrugging it off) Oh, please."
257,ALAN,So you have a big head.
258,ELAINE,(Casually playing along) So what?
259,ALAN,It goes well with that bump in your nose.
260,ELAINE,(Suddenly angry) What?! (Scene cuts to the outside of the restaurant. A woman runs out of the restaurant and stops a passing Kramer)
261,WOMAN,"Please! Get help! There's a crazy big-headed woman beating up some guy! Tell the police ""The Old Mill Restaurant"". Hurry! (Kramer takes off running down the street, looking for a cop. He meets up with two officers exiting an ice cream shop. Before he can tell them the urgent message, he starts coughing uncontrollably)"
262,COP,"Boy, that's some cough you got there. (Kramer keeps coughing while making gestures)"
263,COP 2,"No, I think he's trying to tell us something. What is it? (Between coughs, Kramer manages to say the word ""trouble"") Trouble?! Trouble? Where? Where's trouble? (Kramer coughs out the words ""Old Mill"") Trouble at the Old Mill?! Oh my god! Good boy, good boy! Lead the way! Come on. (Kramer starts running back to the restaurant, the cops following him) George's apartment building) (George enters the hallway only to find that a bandaged-up Alan is moving boxes into George's would-be-apartment)"
264,GEORGE,"Excuse me, uh, what are you doing in there?"
265,ALAN,I'm moving in. Alan Mercer. New neighbor. (They shake hands)
266,GEORGE,What? Elaine's big-head guy? They have you the apartment?!
267,ALAN,Yeah.
268,GEORGE,"Why?! Because you were stabbed, and.. got coffee thrown in your face, and.. uh.. (Points to Alan's bandaged forehead)"
269,ALAN,"Oh, fork in the forehead."
270,GEORGE,That's why they gave you the apartment?
271,ALAN,"No, I just gave the super 50 bucks."
272,GEORGE,"Wait a minute, that is my apartment. I earned it with 34 years of misery!"
0,JERRY,"So what happened to you yesterday? We were supposed to go to the auto show, I waited for you, you never came."
1,ELAINE,"I'm sorry, I got really busy. How long did you wait?"
2,JERRY,Five minutes.
3,ELAINE,Five minutes? That's it?
4,JERRY,What's the difference? You never showed up.
5,ELAINE,"I could've! I mean, last week we waited for that friend of Kramer's for like, forty minutes."
6,JERRY,"Well, we barely knew the guy."
7,ELAINE,"So, the longer you know someone, the shorter you wait for 'em."
8,JERRY,That's the way it works.
9,ELAINE,When did you tell George to be here?
10,JERRY,I told him to meet us here in ten minutes. How long has it been?
11,ELAINE,About five.
12,JERRY,That's enough. (They leave. George comes around the corner.)
13,GEORGE,Early! Alright! (shivers.) Cold. Commercial break. New scene - Jerry and Kramer in a booth at the coffee shop.
14,KRAMER,"So, I noticed you bounced a check at the bodega."
15,JERRY,How did you know about that?
16,KRAMER,"Because Marcelino, he taped it up on his cash register with all the other bad checks."
17,JERRY,He can't do that.
18,KRAMER,"It's the only way you'll learn. (Tastes his eggs.) Aw, these eggs are disgusting. This chicken should be ashamed of himself. (George enters and sits down.)"
19,GEORGE,Fantastic day! Fantastic!
20,JERRY,What happened?
21,GEORGE,"Well, first, I'm brushing my teeth and this piece of apple-skin, that must have been lodged in there for days, comes loose."
22,JERRY,Fantastic.
23,GEORGE,"Then, I'm at The Foundation..."
24,JERRY,You're still doing that?
25,GEORGE,"Sometimes, once in a while."
26,JERRY,When you feel guilty.
27,GEORGE,"No, occasionally I'll forget to let the machine pick up. Anyway, they made this large donation to a women's prison, and I get to go down there and check it out."
28,KRAMER,That's caged heat.
29,GEORGE,Yeah-hah!
30,JERRY,What are you gonna do there?
31,GEORGE,"Nothing really, you know...just stroll around the cell blocks, maybe take in a shower fight. (chuckles.) Hey, you know you got a bounced check hanging up in the little market over on Columbus?"
32,JERRY,"Yes, I know, I know."
33,GEORGE,"I noticed you chose the ""clowns with balloons"" check design."
34,JERRY,"It was a mistake, the bank sent me the wrong ones. (Elaine enters with her new boyfriend, Kurt.)"
35,ELAINE,"Hey! Look who's here! Hey Kurt, this is Jerry, and George, and Kramer."
36,KRAMER,"Hey, Kurt. Taste these eggs."
37,KURT,"Uh, no - I only eat cage-free, farm-fresh."
38,KRAMER,"Yes! These are sweatshop eggs. (Kramer gets up to leave by climbing over the back of the booth. He loses it and falls on the floor, then regains his composure and walks out with his napkin still tucked in his collar.)"
39,KURT,"I gotta call the office. Honey, would you order for me?"
40,ELAINE,"I'm a ""honey."" He's pretty great, huh?"
41,JERRY,Is he from the future?
42,ELAINE,"No, he just shaves his head. I think it's pretty gutsy."
43,GEORGE,"Listen, sweetheart, let me tell you a little something about guts. (Points to his head.) This is guts."
44,ELAINE,What? Clinging to some scraps?
45,GEORGE,"These are not ""scraps."" These are historic remains of a once great society of hair."
46,ELAINE,"Oh, did you guys stop at the bodega today? Some moron bounced a clown check!"
47,JERRY,"Again, I'm really sorry about the check, Marcelino."
48,MARCELINO,People seem to like the clowns.
49,JERRY,"Look, let me just give you the forty, plus another twenty for your trouble."
50,MARCELINO,'Kay.
51,JERRY,Aren't you going to take the check down?
52,MARCELINO,"Sorry, no. It's store policy."
53,JERRY,But it's your bodega.
54,MARCELINO,"Even I am not above the policy. (Jerry leaves while giving Marcelino a dirty look.) New scene - George touring the women's prison with Betsy, the ""warden."""
55,BETSY,Those are our tennis courts.
56,GEORGE,Tennis courts? What about the yard? Where do they have the gang fights?
57,BETSY,"There's no fights here, Mr. Costanza. This is a minimum security facility."
58,GEORGE,"Hmm. What about a hole? You ever put anybody in ""the box""?"
59,BETSY,No.
60,GEORGE,This prison stinks.
61,BETSY,"And finally, the library, which has just been refurbished thanks to your generous donation. This is Celia Morgan, our librarian."
62,CELIA,Nice to meet you.
63,BETSY,I'll be in my office if you need me.
64,GEORGE,"Thanks, Warden."
65,BETSY,Betsy.
66,GEORGE,Betsy.
67,CELIA,"So, are you the head of the foundation?"
