,character,line
123,STEVEN,"Well, isn't an architect just an art school drop-out with a tilty desk, and a big ruler? (Laughs - so do the board members)"
124,GEORGE,(Irritated) It's called a T-square.
125,WYCK,"You know, the stupidest guy in my fraternity became an architect - after he flunked out of dental school! (Everyone but George laughs) Contratulations, young man. (Shakes Steven's hand)"
126,STEVEN,Thank you.
127,WYCK,Susan would be proud of what you're doing.
128,STEVEN,Thank you. Peterman's office) (Kramer is selling his Van Buren Boys story to Peterman)
129,KRAMER,"And they made it their sign, because, Van Buren, our 8th President, was the man they most admired."
130,PETERMAN,"(Laughs) Kramer, my friend, that is one ripping good yarn.. (Hands Kramer a check)"
131,KRAMER,"You know, if you like that one, I got more.. what are you looking for? Romance? Comedy? Adventue? .. Erotica? (Clicks his tongue)"
132,ELAINE,"No, uh, Kramer. I don't think -"
133,PETERMAN,(Interrupting) How much would you take for the whole lot?
134,KRAMER,My whole lot?
135,PETERMAN,"Name your price, man!"
136,KRAMER,(Thinks) 1500 dollars.
137,PETERMAN,I'll give you half that.
138,KRAMER,(Excited) Done!
139,PETERMAN,"Kramer, my friend, (Gestures to Elaine) consider Elaine at your disposal."
140,KRAMER,"Okay.. (To Elaine) Well, I, Uh.. I like to work in the evenings.. (Elaine slumps back, and covers her head in misfortune) Elaine's office) (Elaine is growing weary of Kramer's childish antics. Kramer's practicing putting golf balls on her office floor)"
141,ELAINE,Would you please just get on with the stupid Bob Saccamano story?!
142,KRAMER,"Well, I'm on the phone with Bob, and I realize right then and there that I need to return this pair of pants. So, I'm off to the store."
143,ELAINE,What happened to Bob Saccamano?
144,KRAMER,"Well, nothing. His part of the story is done. (Elaine covers her face with her hands - showing her difficulty coping with Kramer) So I'm waiting for the subway, It's not coming, so I decided to hoof it through the tunnel."
145,ELAINE,"Alright, well, now that's something.."
146,KRAMER,"Well, I don't know if I lost track of time - or what, but the next think I knew.."
147,ELAINE,(Adding) A train is bearing down on you?!
148,KRAMER,"No, I slipped - and fell in the mud. Ruining the very pants I was about to return."
149,ELAINE,(Reflects on the story) I don't understand.. you were wearing the pants you were returning?
150,KRAMER,"Well, I guess I was.."
151,ELAINE,(Still confused) What were you gonna wear on the way back?
152,KRAMER,"Elaine, are you listening?! I didn't even get there! (Pauses) All right, next story.."
153,ELAINE,"Alright, I think I got enough for one day."
154,KRAMER,"Yeah, yeah, chew on that."
155,ELAINE,"(Mocking) Yeah, I'll chew on that."
156,KRAMER,"Oh, hey, listen, by the way - I'm hosting a little get-together tonight in honor of my little financial upturn.."
157,ELAINE,"Oh, thanks. I've got plans."
158,KRAMER,"Elaine, you should be there to document it."
159,ELAINE,"(Putting on her coat) Oh, you're getting together with some of your jackass friends, and you want me to take notes?"
160,KRAMER,"Yeah, but get there after nine. You know, give the poeple a chance to loosen up. (Kramer turns to go, but slips on a golf ball. He falls to the ground. Elaine looks at him as if to say 'What a doofus.') Jerry's apartment)"
161,JERRY,So you're denying him the scholarship just because he wants to be a city planner?
162,GEORGE,"I was betrayed! That kid was like a son to me. And if there's one person you should be able to hold down, it's your own flesh and blood. Like my father.. my father's father before him."
163,JERRY,"You know, maybe philanthropy is not your field. (Phone rings, he answers it) Hello. Oh, Hi, Ellen. Yeah, I called the hotel.. we're all set for the weekend."
164,GEORGE,You're spending the weekend with Ellen?
165,JERRY,"(To George, in a 'cha-ching!' motion) Vermont! (To Ellen) With any luck, they said we could stay an extra couple of days if we want to! (George is disturbed. He gets up, goes go Kramer's door, and knocks. They talk) Four days at a beautiful bed-and-breakfast! I can't wait.. buy-bye. (Hangs up. George and Kramer come into Jerry's apartment, confronting him) What? (George takes the phone off the hook) What is this?"
166,GEORGE,(To Kramer) You want to start?
167,KRAMER,"(To George) Uh, No, no, no.. you go ahead. I gotta get my thoughts together."
168,GEORGE,"Jerry, this whole Ellen situation.. has gone far enough."
169,JERRY,What?!
170,KRAMER,"(Adding) Jerry, she's a loser. (George points to Kramer - gesturing that he's right on target)"
171,JERRY,Where is this coming from? She's great!
172,GEORGE,"(Concerned) Why're you doing this, Jerry? Is it your career? Things will pick up."
173,JERRY,There's nothing wrong with my career!
174,KRAMER,"(Like a parent) Well, I still like the Bloomingdale's executive training program for him."
175,GEORGE,I though we said we weren't going to discuss that now!
176,KRAMER,"Well, you know, I think it's something he should consider."
177,GEORGE,"Of course he should consider it, but now is not the time!"
178,KRAMER,"Listen, George, all these issues are interrelated."
179,JERRY,(Fed up) Alright! Excuse me! (Gets up) I'm not buying any of this!
180,KRAMER,"All right, so what're you saying? That we're wrong? Oh, everybody's wrong but you!"
181,JERRY,"You know, this is liek that Twilight Zone where the guy wakes up, and he's the same - but everyone else is different!"
182,KRAMER,Which one?
183,JERRY,"They were all like that! NYC Street) (George comes out of a store, he meets up with Steven Koren)"
184,STEVEN,"Why'd you take away my scholarship, Mister Costanza?"
185,GEORGE,"Well, Steven, I, uh.. (All the sudden, a small gang steps out of nowhere, surrounding George)"
186,STEVEN,These are my new friends - The Van Buren Boys.
187,MEMBER 1,"He became so disillusioned, he had to join us."
188,GEORGE,Oh.. nice.
189,STEVEN,"I want my scholarship back, so I can be a city planner."
190,GEORGE,"What about architect, Steven?"
191,MEMBER 1,"(Moves threateningly close to George) City planner. Cafe) (Kramer is having his party, Elaine is painfully sitting through it)"
192,FRIEND 1,"Great party, K-man!"
193,KRAMER,"Yeah, well, you got that straight! (Turns to Elaine) Hey, Elaine, try the beef - because that's realy au jus sauce, huh. (Dramatically) Real au jus sauce!"
194,ELAINE,(Sourly) I'll make a note of it.
195,FRIEND 1,"Hey, Kramer,"
196,KRAMER,Yeah?
197,FRIEND 1,Ramirez has never heard your pants story.
198,KRAMER,"Ohh kay! Well, you know, I had Bob Saccamano on the phone, and I suddenly realized that I- (Elaine stops him)"
199,ELAINE,You can't tell that story now. It belongs to Peterman.
200,KRAMER,What do ya mean?
201,ELAINE,You signed the release.
202,KRAMER,Yeah.
203,ELAINE,He sat in mud. Not you.
204,KRAMER,But I did sit in mud.
205,ELAINE,(Stern) Ya didn't! You never sat in mud!
206,KRAMER,(Pleading) I was all dirty!
207,ELAINE,"It ever happened! Understand? (Kramer's friends get restless, and beg for the rest of the story)"
208,KRAMER,"(To crowd) Hey, hey, hey! All right! Yeah, uh, yeah.. well.. Uh, the pants. they, uh, they fit, uh, well - and so I, uh, decided I wasn't gonna return them! (Laughs) Wooh-hoo-hoo-hoo! (The crowd is disappointed)"
209,FRIEND 1,It's getting late. Maybe we better get going. (They all get up to leave)
210,KRAMER,"What? You're gonna go now? Hey, woah! I don't.. (watches his friends leave) (Enter George)"
211,KRAMER,"(Frantic) Kramer, Kramer! I got big trouble with the - with the Van Buren Boys."
212,KRAMER,"Hey, now, they're tough cookies."
213,GEORGE,"Yeah, and I - I heard you got on their good side. Now, what'd you do?"
214,KRAMER,"Uh.. ah, (Looks over at Elaine, and realizes he can't tell the Van Buren Boys story) Oh, nothing - nothing.. No, I certainly don't have any stories, if that's what you're implying. (Laughs heartily)"
215,GEORGE,"(Frantic) Kramer, do you know what those guys are gonna do to me?!"
216,KRAMER,"Yeah, well, uh.. you know uh, you didn't hear from me, but, uh, the Van Buren Boys - they never hassle their own kind."
217,GEORGE,"You mean, like, a former member? (Kramer nods his head while drinking from a mug of beer) Jerry's apartment)"
218,ELAINE,"These Kramer stories are unusable! (Thumbs through them) I mean, some of them aren't even stories! (Holds one out) Look, this is a list of things in his apartment!"
219,JERRY,Is my toaster oven on there?
220,ELAINE,How am I ever gonna turn this into a book?
221,JERRY,"Well, just shape them - change them. You're a writer."
222,ELAINE,Yes! I'm a writer.
223,JERRY,Make them interesting.
224,ELAINE,"Interesting! Of course! People love interesting writing! (Jerry reacts oddly, as if to say 'That's enough of that!')"
225,JERRY,"Well, I gotta go to the airport. I'm picking up my parents."
226,ELAINE,What? Wheren't they just here?
227,JERRY,Yeah. I'm flying them in to meet Ellen. I don't know where to turn! I gotta see what they think of her.
228,ELAINE,Maybe we could all have dinner later?
229,JERRY,I don't think so. I'm gonna try to get them to fly right back tonight. (Enter Kramer)
230,KRAMER,"Oh, hey! Hey, have I told you about my bunions? Oh, you're gonna love this story! (Rubs his hands together) So, I line up my cold cuts on the couch next to me, but as I'm stacking them up, they keep falling into my foot bath! (Jerry and Elaine look disgusted)"
231,JERRY,"Kramer, this is awful! We don't want to hear about this!"
232,KRAMER,Damn!
233,JERRY,What?
234,KRAMER,"Oh, I bought a bunch of bunion stories from Newman - but they all stink!"
235,ELAINE,How much did you pay for them?
236,KRAMER,"Eight bucks! I think I got ripped off! (Leaves, yelling out ""Newman!"") Peterman's office)"
237,ELAINE,"Oh, what didn't you like about the first chapter?"
238,PETERMAN,"Well, it started out nicely: ""I'm returning some pants."" A very identifiable problem.. (turns page) ""I set of down a train tunnel."".. (turns page) But that's where the story takes a most unappealing turn."
239,ELAINE,"Oh, no, no! That's where it gets interesting! Don't you see? The - the train is bearing down on you, you - you dive into a side tunnel - and you run into a whole band of underground tunnel dwellers!"
240,PETERMAN,"It just seems so cliched, and obvious. It's not interesting writing."
241,ELAINE,"Yeah.. yeah. I know. Um.. how about if, instead of.. diving from the train, you.. uh, you, I don't know, you slip and, and fall in some mud, and.. ruin your pants?"
242,PETERMAN,"(Intrigued) The very pants I was returning. That's perfect irony! Elaine, that is interesting writing! (The intercom beeps)"
243,SECRETARY,I have a Cosmo Kramer on line 4.
244,PETERMAN,"(Picks up the phone) Peterman, here."
245,KRAMER,"Mister Peterson, you gotta sell me my stories back!"
246,PETERMAN,You want to know something? I no longer need them!
247,ELAINE,"No, no. Mister Peterman, why don't we keep them - as a, as a reference?"
248,PETERMAN,"Nonsense! (To Kramer) I have Benes' woderfully imaginative mind to spin my stories. You take back your tales, you vagabond!"
249,KRAMER,Yippie-yi-yay!
250,PETERMAN,"(Hangs up) There you are, Elaine. Go forth, and create. (Elaine gets up to leave) And, by the way, when you get to that chapter about my romantic escapades - feel free to toss yourself in the mix. NYC Street) (George meets up with the Van Buren Boys again)"
251,GEORGE,"Hey, Van B. Boys."
252,STEVEN,"So, Mister Costanza, did you get my scholarship back?"
253,GEORGE,"Now, fellas, fellas.. easy. You wouldn't want to beat up on one of your own."
254,MEMBER 2,Is that right? Then why don't you flash us the sign?
255,GEORGE,"Right.. the sign. (Hesitates, then makes a series of stupid gestures)"
256,STEVEN,That's not the sign.
257,GEORGE,(Defensively loud) It was when I was banging!
258,MEMBER 2,"All right, if you really are one of us.. let's see you take the wallet off the next guy who walks by."
259,GEORGE,"Love to! (Cracks his knuckles, then winces under the pain) Coffee shop)"
260,ELLEN,"And after college, I got my masters at the Sorbonne."
261,MORTY,"Sorbonne? Oh, hey. (To Helen) That's in Paris."
262,ELLEN,"(Looks at her watch) Oh, Jerry, you're parking meter's about to expire. Don't get up, I've got change. (Leaves with her purse)"
263,JERRY,(To his parents) So? What do you think?
264,HELEN,"Jerry, she's fantastic."
265,JERRY,I knew it! I'm not crazy.
266,HELEN,"She's so sweet, and she's got some body on her!"
267,MORTY,And smart! Like a computer!
268,HELEN,"And so much personality! But, it doesn't matter what we think. Do you like her?"
269,JERRY,"(After seeing how much his parents like her) Now, I'm not so sure."
270,HELEN,"Well, she's 10 times better than that awful Amber girl that you were with."
271,JERRY,"yeah, Amber.. I wonder if she's back from Vegas.. NYC Alley)"
272,MEMBER 2,"The next one, or you're meat!"
273,GEORGE,"Alright, alright! (Goes out onto the sidewalk. The Seinfelds walk by) Seinfelds!"
274,MORTY,"Hey, George!"
275,GEORGE,"Shhh! Listen, you gotta do me a favor. Give me your wallet. I'll give it back to you later."
276,MORTY,How're your folks?
277,GEORGE,"Eh, they're trying to pick out a new couch - you don't want to know. (Remembering the watching Van Buren Boys) Give me your wallet, or I'll spill your guts right here on the street!"
278,MORTY,What did you say?
279,GEORGE,"Come on, hurry up, old man! I'm an animal!"
280,HELEN,"You're being very rude. Come on, Morty."
281,GEORGE,"(Pleading) Please, please, they're gonna hit me! (Attempts to grab Helen's purse, she starts hitting George defensively, he backs off)"
282,MORTY,"Tell your parents we said 'Hi!' (They leave) (The Van Buren Boys come out of the alley, George holds up his hand in a ""stop"" gesture - then takes off running down the street, screaming. The Van Buren Boys chase him)"
283,THE END,
0,THE SUSIE,Written byDavid Mandel [JERRY and KRAMER are walking down the street at dusk.]
1,KRAMER,Look how dark it's gettin' already.
2,JERRY,"Well, it's not Daylight Savings Time yet."
3,KRAMER,When does it start?
4,JERRY,"[pause] I don't know, they just tell you the night before."
5,KRAMER,"Uh. Well, I'm sick o' waiting. [pulls out his pocket-watch (it has a chain, too)] I am springin' ahead riiight now."
6,JERRY,"[under breath] Oh, I'm sure that won't cause any problems.. [JERRY sees MIKE down the sidewalk. MIKE's peering into a shop window.]"
7,JERRY,"Oh, god, it's Mike Moffit.."
8,KRAMER,"Oh now, don't tell me you're still mad at him for calling you a phony. Jerry, that was five years ago!"
9,JERRY,I'm not a phony an' I don't want anything to do with this guy.
10,KRAMER,Hey! Mike!
11,MIKE,"[sees and is enthused, coming over] Kramer! Jerry! How's it goin'?!"
12,JERRY,Fine. An' I'm not just sayin' that..
13,MIKE,Guess what? I just started my own business. I'm a bookie!
14,JERRY,No openings in arson?
15,MIKE,"[pauses, struck by J's attitude] Either of you guys wanna place a bet: I'm your guy."
16,KRAMER,"[quickly] Ah no no no. No bets for me, I uh, I got a disease."
17,JERRY,I'm feelin' a bit queasy myself. Maybe I'll see you in another five years. [casually leaves]
18,MIKE,"Kramer. Jerry still mad about that ""phony"" thing?"
19,KRAMER,You kidding? It's all water near a bridge.
20,MIKE,"Hey, what time you got?"
21,KRAMER,[pulling out his timepiece] Oh yes. Uh.. it's aaalmost six.
22,MIKE,"Whoa--uh--I'm really late. [leaves] [ELAINE's at work, with PEGGY at Peggy's drafting table, looking at Peggy's designs. (PEGGY is an older, thin woman.)]"
23,ELAINE,"Oh! These designs look great! Peggy, you really saved me."
24,PEGGY,"Oh, it was no problem."
25,ELAINE,[leaving with the drawings] Mr. Peterman is gonna love 'em.
26,PEGGY,"[focusing on her work] Thanks, Susie. [At the door, ELAINE turns around, wondering if she heard right, and should she say anything. PEGGY looks up, pleasantly nods at her, and returns to her work. ELAINE wavers and decides to let it drop, and leaves.] [That night at Monk's, JERRY and ELAINE are sitting in a booth.]"
27,ELAINE,"You won't believe this but, as I'm leaving, she calls me ""Susie."""
28,JERRY,I don't see you as a Susie. Sharon maybe.
29,ELAINE,"What am I, a--a bulimic, chain-smoking, stenographer from Staten Island?"
30,JERRY,Who are you describing?
31,ELAINE,Someone I know.
32,JERRY,Named Sharon?
33,ELAINE,I'd rather not say. [GEORGE has just come in and grabs a chair to put a garment bag on.]
34,GEORGE,Hey.
35,ELAINE,[to say hello] Mmm! What's in the bag?
36,GEORGE,"[sitting] Newww tuxedo. For the Pinstripe Ball. Steinbrenner is throwing a huge party at Tavern on the Green, heh!"
37,JERRY,Kind of a Yankee prom?
38,GEORGE,[resentfully dampened] It's not a prom. It's a Ball.
39,JERRY,You taking Allison?
40,GEORGE,"Yes, of course I'm taking Allison. This woman is genetically engineered to go to a ball. Tall, blonde, lithe--"
41,JERRY,Live?
42,ELAINE,Lithe.
43,GEORGE,Live?
44,ELAINE,[rolling her eyes] Lithe!
45,JERRY,"Oh, lithe!"
46,ELAINE,"Well, you two'll have a great time there."
47,JERRY,It can't be worse than this.
48,ELAINE,Mmm!
49,GEORGE,An' wait'll you see the dress that she's got. It's backless! Uh?! I'm finally gonna make a Great Entrance!
50,ELAINE,Backless? Ya gonna back her in?
51,GEORGE,"Elaine, when a woman makes a Ball Entrance.. she twirls."
52,ELAINE,She's not gonna twirl--
53,GEORGE,"She'll Twirl. [GEORGE and ALLISON are coming into George's ""house.""]"
54,GEORGE,"That is what Mr. Steinbrenner wants. He wants, everyone, ta, twirl around."
55,ALLISON,[weary] All right.
56,GEORGE,"Hey! Uh--listen--did you get your--uh--boss's Knick ticket, for Kramer?"
57,ALLISON,"[digging in purse] Yeah, uh--here. [hands him ticket]"
58,GEORGE,Oh! Great!
59,ALLISON,"Uh. Say, George--"
60,GEORGE,Woo! Courtside! [mock-snide] Is that the best you could do? Ha ha!
61,ALLISON,[sitting] George. We need to talk.
62,GEORGE,What?
63,ALLISON,"I really, think we need to talk."
64,GEORGE,"[pause] Uh-oh. [Jerry's ""house."" JERRY and GEORGE are just coming in.]"
65,JERRY,She wants to talk.
66,GEORGE,"She doesn't Want to talk, she needs to talk."
67,JERRY,Nobody needs to talk.
68,GEORGE,"Who would Want to. She tried to end it with me, Jerry."
69,JERRY,What'd ya do?
70,GEORGE,"I told her I was out o' soda, I went out to get some, an' I never went back."
71,JERRY,[pause] All night?!
72,GEORGE,"Yeah, I slept at my parents' house."
73,JERRY,And she wants to break up with you..
74,GEORGE,Ha! [snort] Can you believe it? [amused] I'm supposed to be havin' lunch with her right now at Pomodoro.
75,JERRY,"Uh-oh. ""Everybody breaks up at Pomodoro's."""
76,GEORGE,So? What'm I gonna do?
77,JERRY,You really like this girl.
78,GEORGE,No. I like the ball! This is my One Chance to make a Great Entrance! My whole life! I have never made a great entrance!
79,JERRY,You've made some Fine Exits.
80,GEORGE,[admitting] All right..
81,JERRY,So what do you do? You can't keep avoiding her.
82,GEORGE,"[resolved] Why not. [determined] If she can't find me, she can't break up with me. And, if we're still goin' out, she has to gooo to the ballll."
83,KRAMER,"[suddenly entering] Hey, oh--listen. Did you get my ticket from Allison--"
84,GEORGE,"Yeah, yeah, right here. [hands it to him]"
85,KRAMER,All right! Yeah.. Courtside.. Whoa! Don't let this girl get away..
86,GEORGE,[clipping on shades] Ha.. She'll have to find me first. [leaving]
87,KRAMER,"{All right.} [to JERRY] Ah? Oh, by the way: you owe Mike a hundred dollars."
88,JERRY,What for?
89,KRAMER,"Well I put a bet down for ya on tonight's game. Yeah, if the Knicks beat the Pacers by more than thirty-five? It pays ten to one. Oo-oo! That's some sweet action!"
90,JERRY,"But I don't want any ""sweet action."""
91,KRAMER,"Well, I couldn't do it: I got a gamblin' problem."
92,JERRY,So you put down my money?!
93,KRAMER,[impatient sigh] You don't have a problem.
94,JERRY,"Not {with} that, no.. [ELAINE's at the office, walking past PEGGY's office. PEGGY's reading a memo and notices her.]"
95,PEGGY,Susie. Susie!
96,ELAINE,"[coming in] Uh.. Hi, Peggy. Um.. Look, I should have said this yesterday, but--"
97,PEGGY,Did you get this memo from Elaine Benes?
98,ELAINE,Yeah. See that--
99,PEGGY,"[preoccupied] You know, it's amazing Peterman hasn't fired that dolt. She practically ran the company into the gro-ound."
100,ELAINE,"Well. Well, I thought she did a pretty good Job.."
101,PEGGY,"I heard she was a disaster, Suze--"
102,ELAINE,"[testy, leans into Peggy's personal space] Look-it. It's not Suze. All right? It's Su-zie. My name, is Su-zie! [PEGGY feels quite threatened..] [GEORGE is in his living room, watching TV, eating popcorn. The phone rings and he lets the machine pick it up as he munches and uses the remote. The machine tape is to the tune of the Greatest American Hero theme song (""The Greatest American Hero (Believe it or not),"" written by Mike Post and Stephen Geyer).]"
103,GEORGE,"[on tape, singing] ""Believe it or not, George, isn't at home, please leave a mes-saaage at the beep. I must be out or I'd pick up the pho-one. Where could I be? Believe it or not, I'm not hooome."" [beep] (JERRY's on the other end, a little bored. But GEORGE likes the song, bobbed his head with it.)"
104,JERRY,"George, pick up. I know you're screening for Allison."
105,GEORGE,"[answers phone, good mood] Hey."
106,JERRY,"So, coffee shop?"
107,GEORGE,"No, I can't. She knows I go there. It's not secure. [the call waiting beeps] Hey, I got another call comin' in. I gotta let the machine get it. Bye. [hangs up]"
108,GEORGE,"[on tape, singing] ""Believe it or not, George, isn't at home, please leave a mes-saaage at the beep. I must be out or I'd pick up the pho-one. Where could I be? Believe it or not, I'm not hooome."" [beep] (GEORGE was grooving to it, pantomime-shrugging during it, and remoting to another station.)"
109,ALLISON,"[on phone machine, peeved] George? Are you there? [muttering] I hate that stupid message. [terse] I know you're avoiding me, I'm at the office, please call me, I've gotta talk to you. [hangs up] [GEORGE dials a number.]"
110,GEORGE,"[to phone] Hi, Allison? Oh, I guess you're not at home.. I probably should 'ave tried you at the office. Anyway, good to hear from ya, really looking forward to the ball.. [hangs up and happily chuckles] Ha ha! [At JERRY's apartment, ELAINE's just arrived.]"
111,ELAINE,Can you believe this woman?
112,JERRY,[ironic outrage] The nerve. Talkin' about ya behind your back--and right to your face!
113,ELAINE,"No. ""Suze!"" I mean, ""Suzie!"" ""Suzanne!"" ""Suzanna."" Fine! But there is no, way, I'm gonna be a Suze."
114,JERRY,No. No Suze.
115,ELAINE,[tense] I mean--what am I--some pom-pom-wavin' Backseat Bimbo?!
116,JERRY,Who are you describin'?
117,ELAINE,Someone I know!
118,JERRY,Named Suze?
119,ELAINE,"No, still Sharon!"
120,KRAMER,"[comes in, subdued] Hey. [grabs a water from refrigerator]"
121,JERRY,"Hey, I thought you went to the game."
122,KRAMER,No. I was kicked out for fightin' with one of the players. [leaving]
123,JERRY,Wait. Way--way--way--way--way--way--wait! Who?!
124,KRAMER,[stops] W--Reggie Miller.
125,ELAINE,Cheryl Miller's brother?
126,KRAMER,Yeah. [leaving]
127,JERRY,"Hey--hey--hey--wait, wait, wait, wait! What happened!"
128,KRAMER,"[stops again] Well, first of all, for some reason, they started the game an hour Late. And uh, I was sittin' next to Spike Lee an' he an' Reggie were jawin' at each other, so I guess I got involved. [leaving]"
129,ELAINE,"[same time as JERRY] --Wait, whoa--whoa--whoa--whoa!--"
130,JERRY,"Well--wait--wait--wait--wait! What do you mean ""involved""?!"
131,KRAMER,"[stops again] Well I.. ran out onto the court an' threw a hotdog at Reggie Miller. ""Involved."" An' they threw meee, an' Reggie, an' Spike out o' the game."
132,ELAINE,So that's it?
133,KRAMER,"Well I, well I, felt, pretty bad about everything an' uh, then the three of us, we went to a strip club. [leaves]"
134,JERRY,Can you believe that?
135,ELAINE,I didn't know Cheryl Miller's brother played basketball.
136,KRAMER,"[suddenly comes back, excited] The Knicks killed 'em a hundred an' ten to seventy three!"
137,JERRY,"What--of course, without Reggie Miller, it's a blowout!"
138,KRAMER,"No, Jerry--that's thirty-seven points! The Knicks covered! You won! See, that's a cooool-G, Daddy-O--now you gotta let it riiiide!"
139,JERRY,On what?!
140,KRAMER,"[real addict] Ah, come-on, Jerry--I don't wanna lose this feeling. Hey--let's go down to the O.T.B. We'll put some money on the ponies. [getting out pocket-watch]"
141,JERRY,"Yeah, all right."
142,KRAMER,[looking at watch] Ssssh--ah! They just closed!
143,JERRY,[not] Oh. Too Bad. (3+1) a: daylight LS looking up at office building; 1: full shot of office; 2: MS on E; 3: MS on J. Peterman; 2; 3; 2. [PETERMAN's office. ELAINE comes to the door.]
144,ELAINE,Mr. Peterman? You wanted to see me?
145,PETERMAN,"Apparently Peggy--down in Design?--got into a liiiittle bit of a Tiff yesterday with somebody named, ""Susie""?"
146,ELAINE,Su-sie?
147,PETERMAN,"Yes. Between you, me and the lamppost. And the desk. Peggy says this ""Suze"" isn't much of a Worker."
148,ELAINE,[nit] It's Susie.
149,PETERMAN,"Nevertheless, Elaine. The House, of Peterman is in Disorder. First thing tomorrow morning I want to see you, Peggy, and, Susie right here, in my office."
150,ELAINE,"[dismayed] Ah, all o'--all of us? [ALLISON's apartment. Someone's knocking on the door and she gets it. It's KRAMER.]"
151,KRAMER,"Allison. Hi. Uh--listen: I'm really sorry about what happened at the game last night. Listen--could I have a ticket tonight--'cause the Rockets are in town an' that, Hakeem Olajuwon? Ohhh--he's got a real attitude."
152,ALLISON,"Kramer? Have you seen George, around? I can't get a hold of him."
153,KRAMER,"Oh, yeah, yeah. Well, he--uh--visits the guy across the hall from me like every ten minutes."
154,ALLISON,"Oh yeah? [On the street, JERRY is leisurely unloading his groceries from the back of his car.]"
155,JERRY,"[singing] Believe it or not, Geooorge isn't at home."
156,MIKE,[comes up] Hey. Jerry.
157,JERRY,Hey Mike.. How 'bout those Knicks?
158,MIKE,"[a little anxious] Yeah! How 'bout 'em? Ha ha. Look, Jerry. I can't pay you."
159,JERRY,Why not?
160,MIKE,'Cause I don't have the money..
161,JERRY,"Mike. You say you're a bookie? You take a bet an' then you can't pay? I don't know, Mike, to me it sounds a little, how you say.. ""Phony""?"
162,MIKE,Just give me 'til Friday. Please. Please!
163,JERRY,"You know, you're supposed to be the Bookie. Act like one."
164,MIKE,I'm sorry. Uh--oh here--let me give you a hand with that. [MIKE gets some groceries out.]
165,JERRY,[trying to shut the trunk hood] Something wrong with this trunk.
166,MIKE,"Oh. Let me see. [As MIKE puts his hands there, JERRY, unaware, shuts the trunk again! It happens very fast--MIKE's hands are slammed and he screams out in pain!] [The Pomodoro Restaurant is a dark romantic place, roses at the tables. GEORGE is sitting at a table with"
167,GEORGE,"So--ah, Kramer. Why'd you ask me out to dinner? [amused] An' why Pomodoro? [Just now, at one table in the background, a WOMAN is sad and dismayed, says, ""How could you say that to me?"" She cries..]"
168,KRAMER,"[quiet, delicately] Allison spoke to me, and um. She wanted me to speak to you."
169,GEORGE,[quiet] Uh-oh.
170,KRAMER,"We all know that this relationship isn't working. So Allison an' I think that the best thing to do is just.. make a, clean break."
171,GEORGE,Can't we discuss this?
172,KRAMER,[reasoning] We just don't think you're ready for a serious relationship!
173,GEORGE,[dismayed] I didn't even know you wanted to get serious!
174,KRAMER,"[dismayed] So what am I in this for? You know, I'm getting to a point in my life where I need something more than just.. a good time. [is tearing up]"
175,GEORGE,[pause] Are you?
176,KRAMER,Wha--me? No! No. But she is.
177,GEORGE,"I, I can't believe this is happening!"
178,KRAMER,"George, we're sorry. [breathes in, pause] We're through.."
179,GEORGE,Krama. Please.
180,KRAMER,"[leaves, upset] Waaa-aa--aa! I'm sorry--"
181,[TIME: 11:13],[Commercial Break] [PETERMAN and PEGGY are sitting in his office. There are two empy chairs. The window overlooks central park.]
182,ELAINE,"[entering, uneasy] Mr. Peterman, Peggy, I.. guess we, should just get this over with. [sits]"
183,PETERMAN,Just Hold On a minute. Still One Short.
184,ELAINE,"Oh. No, we're not--"
185,PEGGY,Susie has been very rude to me.
186,PETERMAN,"Well, Elaine, has nothing but Good things to say about Susie."
187,ELAINE,"Look. [engaging smile] We don't have to name names, or, point fingers, or.. [breathes in] name names! [indicating empty chair] Me and her, have had our problems. She and I have had our problems! You and I, and she and you--"
188,PETERMAN,"Don't you drag me into this! This is between you and her, and her. [indicating empty chair]"
189,ELAINE,"Yes! And I am convinced that if she were here with us today, she would agree with me, too."
190,PETERMAN,Who.
191,ELAINE,[uh-oh] Her?
192,PETERMAN,Where is she?!
193,ELAINE,Ah--this is part of the problem!
194,PEGGY,"Iiii thought I was, part of this problem."
195,ELAINE,"[smiling, convincing] You're a, huuge part of the problem. But, I think that at it's core, this is a Susie-and-Elaine problem that requires, a Susie-and-Elaine solution! And, who better to do that than.. Elaine and Susie! Susie and Elaine!"
196,PETERMAN,"Well, now that we have that cleared up.. why don't the three of us have lunch."
197,ELAINE,"[feigning hearing something] What?! Oh! Oh, I'm, coming! I--I gotta go. [rushes out!]"
198,PETERMAN,She is The Best. What was your name again. [Jerry's. KRAMER and JERRY are talking. JERRY's eating lunch at his table.]
199,KRAMER,Mike's outside. He wants to talk to you.
200,JERRY,Well why doesn't he just come in?
201,KRAMER,"Because he's scared, Jerry."
202,JERRY,Why is he scared.
203,KRAMER,"[sighs, opens door] Come on in. Did you do this? [MIKE has two hand casts on]"
204,JERRY,"Yeah, but--"
205,KRAMER,Uh--ah--ah! You broke his thumbs.
206,JERRY,It was an accident.
207,KRAMER,"Oh, is that what you call it when, Somebody doesn't Pay Up?"
208,MIKE,"[desperate] I'll get you the money, Jerry. I got a hundred dollars in my front pocket if you want to, reach in an' take it!"
209,JERRY,[hands up] I don't want it that way.
